SUPPLIER,TYPE,DESCRIPTION,PARTNUMBER,PRICE,NOTES
JCI 2025,,"AVI MK2 Face Plate ""Warning"" - Fire Door Closing"" UV STABLE",FA2710,93.398031,
JCI 2025,,"AVI Mk2 Face Plate ""Extinguishing System Inoperative"" UV STABLE",FA2776,93.152376,
JCI 2025,,AVI MK2 2 to 3 line conversion kit for FP0853,KT0292,44.7665295,
JCI 2025,,"Kit, AVI MK2, Red Double Sided Expansion (not compatible with IP65 AVI)",KT0293,184.40502,
JCI 2025,,AVI MARK 2 V1.20 SOFTWARE UPGRADE TO ISO TONES,SF0326,41.482941,
JCI 2025,,CONVENTIONAL VADs AS7240.3 / 23 APPROVED,,,
JCI 2025,,SOL-LX Red Wall IP65 VAD Red Flash (Brigade VAD),576.080.016,119.2441043,
JCI 2025,,"SOL-LX White Ceiling VAD, White Flash (FIRE warning or old ALERT)",576.080.017,112.7164793,
JCI 2025,,"SOL-LX White Ceiling VAD, Red Flash  (EVACUATE warning)",576.080.023,114.982917,
JCI 2025,,SOL-LX White Wall VAD White Flash  (FIRE warning or old ALERT),576.080.018,112.657383,
JCI 2025,,"SOL-LX White Wall VAD, Red Flash (EVACUATE warning)",576.080.022,120.616605,
JCI 2025,,ROLP Red Wall Sounder/VAD Red Flash (EVACUATE warning),576.080.019,170.6565285,
JCI 2025,,"ROLP White Wall Sounder/VAD, Red Flash (EVACUATE warning)",576.080.024,173.694462,
JCI 2025,,ROLP Red IP65 Sounder,576.080.020,66.16918275,
JCI 2025,,ROLP White Sounder,576.080.025,61.2581685,
JCI 2025,,Conventional and MX VAD Tag Plates,,,
JCI 2025,,"Rect. ""FIRE"" Red 50mm lettering outdoor (For brigade VAD)",EA0350,51.68171775,
JCI 2025,,"Round ""FIRE EVACUATE"" suits MX VAD base & round conv VADs",EA0345,22.19238,
JCI 2025,,"Rect. ""FIRE"" Blk 15mm lettering on white b/g stick on",EA0346,17.7117255,
JCI 2025,,"Rect. ""EVACUATE"" Blk 15mm lettering on white b/g stick on",EA0347,22.73313,
JCI 2025,,"Rect. ""FIRE"" White 15mm lettering on red b/g stick on",EA0348,18.51528,
JCI 2025,,"Rect. ""EVACUATE"" White 15mm lettering on red b/g stick on",EA0349,21.6585825,
JCI 2025,,AS1668 Controls,,,
JCI 2025,,"7U Door, Drilled 15 AS1668 Controls",FZ9012,273.72765,
JCI 2025,,"2U Door, Drilled for 5 AS1668 Controls(No controls fitted) for MX1",FZ9036,127.9684875,
JCI 2025,,5 Way Fan Control Module,KT0478,473.246169,
JCI 2025,,LABEL 1945-4 AS1668 FRONT  PANEL CONTROL,LB0376,5.3470905,
JCI 2025,,MX1 AS1668 Controls,,,
JCI 2025,,MX1 3U 12 x AS1668 Fan Door,FP1056,536.261775,
JCI 2025,,MX1 2 x AS1668 Fan Control Board,FP1057,307.99575,
JCI 2025,,Replacement loom (Ethernet cable 1.5M blue),LM0538,16.78897425,
JCI 2025,,Replacement loom AS1668 (DSS) interconnect FRC  (short Ethernet cable),LM0553,26.5225515,
JCI 2025,,Power Supplies - Loose Format,,,
JCI 2025,,"Mech Assy, 1966-6, PSU2406 Brick - QE90 PSU to fit 21U Cabinet ",ME0330B,2046.846591,
JCI 2025,,"Mech Assy, 1966-21, PSU2406, QE90, 2U Rack Mount",ME0331B,3109.034246,
JCI 2025,,"Mech Assy, 1966-22, PSU2412, 24V 12A, 2U Front Rack Mountg For QE90",ME0333B,3133.034739,
JCI 2025,,"Mech Assy, 1966-33, PSU2406F, F4000 24V 5A Brick",ME0334,1351.986858,
JCI 2025,,"Mech Assy, 1966-40, PSU2406F, F4000 24V 5A, 2U Front Rack Mount",ME0340B,1397.44941,
JCI 2025,,"Mech Assy, 1966-43, PSU2412F, F4000 24V 10A, 2U Front Rack Mount",ME0343B,2418.702753,
JCI 2025,,PS2412 Additional CCT Breaker kit CW looms and mounting ,KT0546,370.1922743,
JCI 2025,,Power Supplies - In Cabinets,,,
JCI 2025,,Power Supply 1948 Series 24VDC 2A,FP0766,720.276837,
JCI 2025,,FP0474 (F4000 PSU) Mounted in 8U x 180 Battery Box,FP0804,1590.69801,
JCI 2025,,VESDA Power Supply in cabinet 24VDC 2A to match VESDA LaserPlus,FP0852,888.2038913,
JCI 2025,,Power Supplies - Spares,,,
JCI 2025,,IOR and IONET - Hardware,,,
JCI 2025,,IONET Cabinet (Empty),ME0088,486.859164,
JCI 2025,,16 Way Relay Board PCB Assy (24V) 1901-64-1(Includes 26way x 1.4m Ribbon Cable),PA0470,355.5856125,
JCI 2025,,1901-73-1 32 Input Term Board(Requires 26way Ribbon Cable),PA0474,269.3443305,
JCI 2025,,1901-73-2 32 Output Term Board(Requires 26way Ribbon Cable),PA0475,216.389301,
JCI 2025,,1901-103 Unprotected Term(Requires 26way Ribbon Cable),PA0483,69.9707325,
JCI 2025,,1901-117 IONET Controller,PA0498,1283.238684,
JCI 2025,,1901-120 IONET Programming Module,PA0700,2331.560736,
JCI 2025,,"PCB Assy, 1958-1, Port digital Hub",PA0781,630.182634,
JCI 2025,,IONET - Software,,,
JCI 2025,,IOR Net Software Compiler V2.01A Disk c/w Manual,SF0088,774.55176,
JCI 2025,,Software IONET Controller V2.01 Large Memory,SF0239,229.2030675,
JCI 2025,,EWIS - Field Devices,,,
JCI 2025,,"WIP Ring Speaker 87mm, 4W 8Ohm Paper Cone ",C0612D,16.38912825,
JCI 2025,,200mm Cone Loudspeaker Incl. Cap ATC 5010-6,EA0007,0,
JCI 2025,,"""One Shot"" 100mm Ceiling Speaker painted Matt Black (Min Order Qty 10 Price shown is EA)",EA0005PNTD,87.036957,
JCI 2025,,"""One Shot"" 200mm Ceiling Speaker C2134C",EA0008,74.9493405,
JCI 2025,,10W Plastic Horn Speaker - IP66 Rated - Small incl Capacitor Use EA0027,EA0013,0,
JCI 2025,,15W Plastic Horn Speaker - IP55 Rated - Large Cone ,EA0016,188.974203,
JCI 2025,,30W Horn Speaker Low Temperature IP66,EA0018,154.8769028,
JCI 2025,,200mm Round Grill PVC to Suit EA0001,EA0101,15.07611,
JCI 2025,,100mm Round Grill PVC to Suit EA0002,EA0102,4.21785,
JCI 2025,,Speaker Grille Screw Cover (pkt 4),EA0107,1.31016,
JCI 2025,,Vigilant WIP Phone (RED),FP0938,71.3300235,
JCI 2025,,QE90 Vigilant WIP External Ringer OBSOLETE replaced with C0612D,ME0468,0,
JCI 2025,,WIP Phone Surface Mounting Enclosure,EA0412,235.2990968,
JCI 2025,,200mm Surface Mounted Ceiling Speaker c/w Plastic Grill,EA0701,81.6475335,
JCI 2025,,EWIS Gooseneck Microphone DM-521B,SU0168,341.198418,
JCI 2025,,QE90/QE20 Vigilant Paging Console 1929-7,FP0539B,1503.555993,
JCI 2025,,EWIS Paging Microphone with PTT Sw PM600D,SU0169,540.60477,
JCI 2025,,M/phone Pre-Amp PCB for QE 90 remote Mic,PA0688,436.7500245,
JCI 2025,,"Horn Speaker Eex Aluminium Tapping 15, 7.5, 4, 3, 1.5, 1. (II 3 GD T94°C Ex nA II T3 -50°C ≤ Ta ≤ +50°C)",HP-20EEXIIN(T),1481.578059,
JCI 2025,,"Horn Speaker Eex Aluminium Tapping 15, 7.5, 4, 3, 1.5, 1. (Ex ec IIC T6 Gc -50°C ≤ Ta ≤ +50°C)",HS-15EExIIN(T),1806.252084,
JCI 2025,,DSP-15 EExmNT 25W speaker Tappings: 1.5W - 2.5W - 5W - 6.5W - 15W -25W. Black IP66/67 (ATEX and IECEX),DSP-15EExmN(T),1838.113538,
JCI 2025,,Audio Attenuators 100V - 40Watt c/w override switch,A2265,110.8322745,
JCI 2025,,Audio Attenuators 100V - 10Watt c/w override switch ,A2260,65.6625,
JCI 2025,,Horn Speaker Mounting Accessory (Wurli-Gig),C2052,12.7986255,
JCI 2025,,PISOL Speaker Isolation module.,SIM-MK2-V,1031.415272,
JCI 2025,,CAGE for Horn speaker black wire WALL MOUNT,EA0021,168.2786963,
JCI 2025,,CAGE for Horn speaker black wire CIELING MOUNT,EA0022,182.5820745,
JCI 2025,,AS7240 Speakers,,,
JCI 2025,,Spkr Horn 10W White ISO7240.24 (Redback CF2050W),EA0027,185.69355,
JCI 2025,,Spkr Horn 10W Grey ISO7240.24 (Redback CF2050G),EA0027G,100.425,
JCI 2025,,Spkr Horn 10W Black ISO7240.24 (Redback CF2050B),EA0028,185.69355,
JCI 2025,,Spkr Surface Mnt One shot 100MM 5W white ISO7240.24 (Redback CF0703),EA0029,63.39135,
JCI 2025,,Spkr Surface Mnt One shot 100MM 5W black ISO7240.24 (Redback CF0704),EA0030,83.51343,
JCI 2025,,Spkr Surface Mnt One shot 200MM 5W white ISO7240.24 (Redback CF0715),EA0031,124.24272,
JCI 2025,,Spkr Surface Mnt One shot 200MM 5W black ISO7240.24 (Redback CF0716),EA0032,130.936278,
JCI 2025,,Spkr Surface Mnt One shot 200MM 15W white ISO7240.24 (Redback CF0720),EA0033,150.6439118,
JCI 2025,,Ceiling tile support split ring    each,EA0034,6.698193,
JCI 2025,,Steel ceiling tile support pan   pack of 10,EA0035,146.0582745,
JCI 2025,,Spkr One shot 100MM LOW Profile 5W White plastic  ISO7240.24 (Redback C2160A),EA0036,50.13834,
JCI 2025,,Spkr One shot 100MM LOW Profile 5W Black plastic  ISO7240.24 (Redback C2161A),EA0037,65.49564,
JCI 2025,,Spkr One shot 100MM LOW Profile 5W White Aluminium  ISO7240.24 (Redback C2260),EA0038,95.9937855,
JCI 2025,,Spkr One shot 100MM LOW Profile 5W Black Aluminium  ISO7240.24 (Redback C2261),EA0039,104.141343,
JCI 2025,,Steel ceiling tile support pan for AS7240 one shot speakers  pack of 10,EA0040,140.825823,
JCI 2025,,200mm 100V 5W Speaker low profile White AS 7240.24. CF2134,EA0041,118.2992595,
JCI 2025,,200mm 100V 5W Speaker low profile Black AS 7240.24 CF2135,EA0042,118.2977145,
JCI 2025,,SPEAKER 200MM FIRE IS07240 EWIS 15W WHITE. CF2142,EA0043,139.90284,
JCI 2025,,10W 100V EWIS IP66 Sound Projector White - AS 7240 CF1520W,EA0045,221.8475543,
JCI 2025,,10W 100V EWIS IP66 Sound Projector Black - AS 7240 CF1520B,EA0046,221.8475543,
JCI 2025,,5W 100V 100mm surface Mnt speaker white  AS7240 CF0705,EA0047,86.52,
JCI 2025,,5W 100V 100mm surface Mnt speaker Black  AS7240 CF0706,EA0048,90.3825,
JCI 2025,,Tone Generators/Bells/Sounders,,,
JCI 2025,,Bell 24VDC Red 200mm dia.,BELL01,110.823159,
JCI 2025,,Back Box for BELL01,BELL002,22.616637,
JCI 2025,,Bell 12VDC Red 150mm dia.,BELL003,93.0950565,
JCI 2025,,1864-32-2 Bell Monitoring Board 24V,PA0494,132.211521,
JCI 2025,,Banshee EXCEL RED IP45 Sounder,576.501.060,57.4423275,
JCI 2025,,Tone Generators,,,
JCI 2025,,T-GEN2,,,
JCI 2025,,"T-Gen2 60W 100V Amplifier, C/W INSTALL LIT & MTG",FP1115,601.02045,
JCI 2025,,"T-Gen2 120W, 100V Amplifier, C/W INSTALL LIT & MTG",FP1116,895.644225,
JCI 2025,,"T-Gen2 4 Way SWITCHING MODULE, 100V 120W C/W LIT, LMS & MTG BRKT ( does PA zones)",FP1117,406.620825,
JCI 2025,,"T-Gen2 4 Way SPLITTER MODULE, 100V 120W C/W LIT, LMS MTG BRKT (120W capacity)",FP1118,295.581675,
JCI 2025,,"T-Gen2 TGEN2  plate for 60W  120W to mount in  8U, 28U or 40U panels ",FP1119,219.18915,
JCI 2025,,"LEGACY BRACKET FOR 2 x 100V SPLITTER/SWITCH  FP1118, FP1119 to MNT IN 4100  ",FP1120,136.2484515,
JCI 2025,,T-Gen2 Isolation Amplifier in box 100V 60W,FP1135,1412.5317,
JCI 2025,,"FP,T-GEN2 HLI BOARD C/W LIT,LOOMS & MTG BRKT Comes with looms installation instructions",FP1143,425.5481565,
JCI 2025,,GRADE 3 User Interface ,,,
JCI 2025,,"T-Gen2 GRADE 3 EWS UI 3U DOOR, C/W T-Gen60 LOOM & MIC, GREY",FP1121,1177.8462,
JCI 2025,,"T-Gen2 GRADE 3 EWS UI 3U DOOR, C/W LOOM & MIC, GREY",FP1122,721.0824,
JCI 2025,,"T-Gen2 GRADE 3 EWS UI 3U DOOR, C/W LOOM & MIC, BLACK",FP1123,721.0824,
JCI 2025,,GRADE 2 User Interface ,,,
JCI 2025,,"FP, grade2 EWS User Interface 3U door C/W looms, Mic, GREY (NO T-GEN)",FP1124,699.0507,
JCI 2025,,"FP, grade2 EWS User Interface 3U door C/W looms, Mic, BLACK (NO T-GEN)",FP1125,871.829595,
JCI 2025,,"FP, grade2 16 zone EWS extender 3U door GREY",FP1126,517.89945,
JCI 2025,,"FP, grade2 16 zone EWS extender 3U door BLACK",FP1127,548.973417,
JCI 2025,,"FP, grade2 8 zone Expansion board C/W looms & MTG",FP1128,291.3877725,
JCI 2025,,T-Gen2 AS7240.4 Approved PSU,,,
JCI 2025,,"14A PSU GEARPLATE MTG,24V, spare part or add on kit. Comes with looms installation instructions",FP1139,1284.538184,
JCI 2025,,4100ESi 14A PSE BAY MTG BRACKET,FP1142,151.388988,
JCI 2025,,T-Gen 50,,,
JCI 2025,,"1955-44, T-GEN 50/4100U, DYNAMIC MIC (not required if using FP1123)",ME0490,297.3326235,
JCI 2025,,T-GEN / QE90 Microphone flat 4-way plug (ECP9702 only),ME0290,118.3320135,
JCI 2025,,"T-Gen50 3U Mic & Switch Bracket, 1955-41 obsolete when stock consumed ",ME0437,321.5869605,
JCI 2025,,"Software, Mini-Gen Tone Generator, V2.00",SF0240,133.0333838,
JCI 2025,,TGEN BOWS,,,
JCI 2025,,"Grade 3 120W BOWS 15U  TITANIA CAB 14A PSU Microphone, 4Z  grade 3 control Panel space for 1 extra 60W or 120W amp. 8 x sw/sp boards 2 x 12V 75Ahr batteries",FP1134,4350.650475,
JCI 2025,,"Grade 3 60W BOWS 8U TITANIA CAB 14A PSU Microphone, 4Z  grade 3 control Panel. Space for 1 x extra 60W amp 3 x 100V modules 2 x 12V 17Ahr batteries",FP1144,3608.0076,
JCI 2025,,"Grade 2 120W EWS 15U  TITANIA CAB 14A PSU , Microphone, grade2 4 zone UI space for 1 extra 60W or 120W. 8 x sw/sp boards 2 x 12V 75Ahr batteries 16 zone expansion door and PCB",FP1129,4819.70475,
JCI 2025,,"New 15U expansion cabinet with blank door gearplate 14A PSU, GPO only",FP1130,3141.92745,
JCI 2025,,Gas Control Equipment,,,
JCI 2025,,Local Gas Control Stn Auto c/w Isolate Switch,FP0570,320.547021,
JCI 2025,,"Local Gas Control Station, Manual(No switch)",FP0572,292.0203728,
JCI 2025,,"MX Addressable Local Gas Control Station,Auto c/w Isolate Switch",FP1167,1164.8682,
JCI 2025,,"AS4428, 2 ZONE GAS CONTROL , 7U DOOR Obsolete require BTO cabinet with FP1165 or replace panel",ME0439,0,
JCI 2025,,"AS4428, 3 ZONE GAS CONTROL, 7U  DOOR Obsolete require BTO cabinet with FP1165 or replace panel",ME0440,0,
JCI 2025,,"AS4428, 4 ZONE, GAS CONTROL, 7U DOOR Obsolete require BTO cabinet with FP1165 or replace panel",ME0441,0,
JCI 2025,,"AS4428, 1 ZONE GAS CONTROL, 1U BRACKET Obsolete require BTO cabinet with FP1165 or replace panel",ME0442,0,
JCI 2025,,Local Gas Control Station Label,LB0387,28.3567755,
JCI 2025,,Cables/Ribbon Cables,,,
JCI 2025,,Program Lead Port to 9 pin(F4000/MX4428),LM0041,105.0338895,
JCI 2025,,Cable Prog Port to 25 Pin Serial 1888-62,LM0042,141.9177518,
JCI 2025,,"Loom, 26 Way FRC Style B, 2m",LM0044,30.346581,
JCI 2025,,"Loom, 26 Way FRC Style B, 5m",LM0045,62.77172775,
JCI 2025,,"Loom, 26 Way FRC Style B, 0.5m",LM0046,24.352599,
JCI 2025,,"Loom, QE90 TRAN8872, 26 Way Style D, 1.3m Twisted",LM0047,31.574856,
JCI 2025,,"Loom, 20 Way FRC Style B, 0.25m",LM0048,20.47125,
JCI 2025,,"Loom, 26 Way FRC Style B, 0.25m",LM0049,24.8193435,
JCI 2025,,"Loom, 20 Way FRC Style A, 0.3m",LM0053,23.8694775,
JCI 2025,,"Loom, 26 Way FRC Style B, 1.4m",LM0056,27.18582,
JCI 2025,,"Loom, 34 Way FRC Style B, 1.2m",LM0060,49.4994825,
JCI 2025,,"Loom, 1901-174, RS485 Comms Bd, 10 Way FRC to DB9 Cable",LM0065,88.70463,
JCI 2025,,"Loom, 20 Way FRC Style C, 1.45m",LM0073,23.7384615,
JCI 2025,,"ECM Programming Lead for QE 90 DB9(Fem) - DB9 (Fem), Null Modem",LM0076,103.191477,
JCI 2025,,"Loom, 1922-26 RZDU RS232 - ECP High Level Link, 2.9m",LM0077,183.4865948,
JCI 2025,,"Loom, 20 Way FRC Style C, 0.7m",LM0083,21.650394,
JCI 2025,,"Loom,10 Way FRC Style C, 0.5m",LM0091,34.58335725,
JCI 2025,,"Loom 1931-88, F3200 MKII Controller to 1st Display Board",LM0092,38.97726,
JCI 2025,,"Loom, 26 Way FRC Style E, 450mm for QE90",LM0101,64.0379325,
JCI 2025,,F3200 MCP & Micro Switch Loom,LM0103,43.391016,
JCI 2025,,"Loom, 26 Way Style B, 600mm (",LM0118,36.5190105,
JCI 2025,,"Loom, DB9 Male to DB9 Female, All Pins Straight Through, 1.8m",LM0138,21.109953,
JCI 2025,,QE90 AMP200 Interconnect Loom 150mm,LM0141,36.258678,
JCI 2025,,"Loom, 1901-201, F4000 Ring Net Upgrade",LM0151,52.9188765,
JCI 2025,,"Loom, 10 way FRC to 10 Way FRC ",LM0160,37.56814275,
JCI 2025,,"Loom, V-Modem RJ45 to DB25 Male Plug (Connects V-Modem to PA0445)",LM0164,129.8355428,
JCI 2025,,"Loom, V-Modem RJ45 to DB9 Female Plug ",LM0166,80.64243375,
JCI 2025,,"Loom, V-Modem DB9 to 4 Way Molex ",LM0168,0,
JCI 2025,,"Loom, 10 Way FRC Style A, 0.25m",LM0172,18.538764,
JCI 2025,,"Loom, F4000 Molex to CMOS/RS232 (PA0773)",LM0185,77.14826175,
JCI 2025,,MX1 2nd Loop to Controller Loom FRC 10way Style C 400mm,LM0169,17.0730225,
JCI 2025,,MX1 Display Interconnecting Loom FRC 26way Style B 230mm,LM0291,27.2103855,
JCI 2025,,MX1 Keyboard to Main Board Loom 10way FRC Style B 1mtr,LM0324,22.5756945,
JCI 2025,,MX1 Loom to 1st Display Board FRC,LM0339,26.47512,
JCI 2025,,Modems and Accessories,,,
JCI 2025,,Multi-mode Fibre-Optic to RS-232/422/485 Converter (Use as replacement part only),ADAM-4541,923.9673968,
JCI 2025,,Single-mode Fibre-Optic to RS-232/422/485 Converter (Use as replacement part only),ADAM-4542+,2119.928954,
JCI 2025,,"Mounting bracket for  V-Modem/ASE, 3U 19"" Rack Mount",KT0199,177.4038525,
JCI 2025,,"Mounting bracket for up to 2 V-Modem/Ase Units , 3U 19"" Rack Mount Front Panel Obsolete when stock runs out ",KT0212,414.9794295,
JCI 2025,,"Loom, V-Modem RJ45 to DB25 Male Plug (Connects V-Modem to PA0445)",LM0164,129.8355428,
JCI 2025,,"Loom, V-Modem RJ45 to DB9 Female Plug ",LM0166,80.64243375,
JCI 2025,,Fibre Optic Single Mode Modem,OSD138LC-TX15,1267.630553,
JCI 2025,,Fibre Optic Single Mode Modem,OSD138LC-TX13,1267.630553,
JCI 2025,,Fibre Optic Single Mode RS232 Asynchronous Modem,OSD139HSL,805.830285,
JCI 2025,,Fibre Optic Multi Mode RS232 Asynchronous Modem,OSD139HS,626.7559785,
JCI 2025,,Mounting Bracket and Looms  to mount 2 x OSD modems,FP1032,411.0627,
JCI 2025,,Multi mode redundant Ethernet switch 2 fibre ports & 3 10/100 BaseT ports,SU0319,2155.655688,
JCI 2025,,Single mode redundant Ethernet switch 2 fibre ports & 3 10/100 BaseT ports,SU0320,2773.7694,
JCI 2025,,Clean Contact Repeaters CCR6 Obsolete Alternative try SU0346,,,
JCI 2025,,Ethernet Peer-Peer 8I/O Moxa IOMirror E3210 (can use with SU0319/0320 for fibre ports ref PBG0213),SU0346,1352.917566,
JCI 2025,,I-Hub Equipment,,,
JCI 2025,,F3200/F4000 I-Hub Upgrade Kit,FP0771,1357.718808,
JCI 2025,,"Loom, 1901-201, F4000 Ring Net Upgrade",LM0151,52.9188765,
JCI 2025,,"Loom, 10 Way FRC, 0.7m, ECM/F3200 Network X-Over",LM0152,75.11148825,
JCI 2025,,"PCB Assy, ECM9603, Panel Link, I-Hub",PA0839,1391.160642,
JCI 2025,,"I-Hub Software, V1.14 Panel Link",SF0202,139.85958,
JCI 2025,,Manual Call Points,,,
JCI 2025,,"KAC MCP Spare Glass - Pack of 10, No Logo",SU0609,25.6873245,
JCI 2025,,KAC Manual Call Point Plastic Insert Element (can also be used to replace glass on MCP820),515.001.127,3.3490965,
JCI 2025,,KAC Manual Call Point (White) with Surface Box (AS1670.1 reqs additional flap SU0615),SU0608,50.70072,
JCI 2025,,Transparent Hinged Cover to suit KAC Manual Call Points,SU0615,7.991976,
JCI 2025,,"MCP RED, NO Back Box , Normally Open Simplex Glass",SU0624,34.457208,
JCI 2025,,MCP KAC RED Manual Call Point,SU0631,21.715902,
JCI 2025,,MCP KAC RED Manual Call Point(Back Box Only),SU0632,9.147018,
JCI 2025,,KAC Manual Call Point - IP67 Weatherproof/Special Environment Unbranded (AS1670.1 reqs flap SU0615),SU0634,256.824114,
JCI 2025,,"MCP Green IP67 double pole Glass element  EMERGENCY DOOR RELEASE"" text W4A-G000SG-K013-12",SU0636,387.795,
JCI 2025,,MCP WHITE indoor double pole “Emergency Door release text” M4A-W000SG-K013-12,SU0639,109.695,
JCI 2025,,MCP GREEN Indoor Resettable Double pole “Running MAN door release LOGO M4A-G000SF-K013-13)             ,SU0640,86.1183,
JCI 2025,,MCP White outdoor IP67 Surface mount Plain W3A-W000SF-K013-11                ,SU0641,477.613575,
JCI 2025,,CP220 CALLPOINT I.S,514.001.109,318.4589535,
JCI 2025,,MCP820 MX Addressable MCP No backbox (AS1670.1 reqs additional flap SU0615),514.800.611,145.871175,
JCI 2025,,MCP830 MX IP67 Addressable MCP with backbox (AS1670.1 reqs additional flap SU0615),514.800.612,373.3338,
JCI 2025,,Pack of 5 spare glass to suit CP200/500/900 English text no logo,515.001.025,41.7040305,
JCI 2025,,"Weather stopper II surface mount, STI3150",515.001.035,284.8533495,
JCI 2025,,Weather Stopper Dome cvr Surface mnt Red fire label no snder (will suit MCP820),STI1311FR,172.744596,
JCI 2025,,STI universal Stopper Break Seals pack of 10,STI/BS,49.753326,
JCI 2025,,New MCP KAC Manual Call Point Test Key(Pack of 10),SC070,19.61400675,
JCI 2025,,Spare Glass for 1841 Manual Call Point,FA1000,6.26891475,
JCI 2025,,Colour Graphics,,,
JCI 2025,,"XLG – Client/Server Software & PC, 19” TFT Monitor, keyboard, for\ MX1, MX4428, F3200, QE90
(XLG Server and Client software pre installed on PC).",CG0002-CS,22857.05136,
JCI 2025,,XL Graphics(CS) Client Only software (1 client) - no PC,CG0002-Client,5194.7844,
JCI 2025,,"XL Graphics Client Only Colour Graphics 1 x licence  Software, PC, 19” TFT Monitor, keyboard",XLG-Client,16384.77089,
JCI 2025,,Option to add Touch Screen to 19” Monitor supplied with CGS0002-CS,CG0005-19,5294.88356,
JCI 2025,,Panel Link PMB c/w PSU Modbus,FP0699,6351.115239,
JCI 2025,,XLG Key Manager ,2000.000.251,4199.0628,
JCI 2025,,8 Port Multi Server for XL Graphics - CS,2000.000.401,0,
JCI 2025,,XLG 232 dongle replacement,2000.000.382,2597.490462,
JCI 2025,,XLG 422 dongle replacement,2000.000.383,0,
JCI 2025,,XLG 485 dongle replacement,2000.000.384,0,
JCI 2025,,HP Mini Tower CW Windows for XLG C/S PC replacement,2000.002.050,6001.51542,
JCI 2025,,HP 24 inch LCD Monitor for XLG ,2000.002.057,1326.537,
JCI 2025,,Miscellaneous Software,,,
JCI 2025,,"IC, ULN2803, IOR/IONET U18-U24 REP",IC0254,36.208002,
JCI 2025,,"IC, SCC2692A44, DUART, 44 PIN PLCC",IC0358,76.9145805,
JCI 2025,,"IC, ISD2560P,60 SEC ANALOGUE VOICE CHIP",IC0391,267.0534818,
JCI 2025,,Software PTM V1.16,SF0092,817.4973525,
JCI 2025,,Software PMB V1.21 EPROM,SF0165,334.2300818,
JCI 2025,,Software TPI V1.30 EPROM,SF0166,219.1488255,
JCI 2025,,"MX4428, EPROM IC AMTEL AT28C64 REPLACEMENT (REFER PBF0238)",IC0543,21.5439435,
JCI 2025,,Conventional - Heat Detectors NOT AS7240 Approved ,,,
JCI 2025,,Tyco 614TA Type A Heat Detector,4098-9637EA,62.1399,
JCI 2025,,Tyco 614TB Type B Heat Detector,4098-9638EA,61.16655,
JCI 2025,,Tyco 614TC Type C Heat Detector,4098-9639EA,61.16655,
JCI 2025,,Tyco 614TD Type D Heat Detector,4098-9640EA,61.16655,
JCI 2025,,Tyco 614T  Type Heat Detector Painted Black MOQ 10,TBA,129.1130804,
JCI 2025,,System Sensor  885WP A2R Heat Fixed & Rate of rise Weatherproof,885WP,198.5719748,
JCI 2025,,Hochiki A2  Heat Fixed temp Weatherproof,DFG-60BLKJ,174.118101,
JCI 2025,,Thermac Type E 60 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-60,365.353875,
JCI 2025,,Thermac Type E 66 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-66,365.353875,
JCI 2025,,Thermac Type E 72 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-72,365.353875,
JCI 2025,,Thermac Type E 80 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-80,365.353875,
JCI 2025,,Thermac Type E 90 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-90,365.353875,
JCI 2025,,Thermac Type E 100 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-100,365.353875,
JCI 2025,,Thermac Type E 110 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-110,365.353875,
JCI 2025,,Thermac Type E 120 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-120,365.353875,
JCI 2025,,Thermac Type E 132 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-132,365.353875,
JCI 2025,,Thermac Type E 145 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-145,365.353875,
JCI 2025,,Thermac Type E 160 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-160,365.353875,
JCI 2025,,Thermac Type E 180 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-180,365.353875,
JCI 2025,,Thermac Type E 200 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-200,365.353875,
JCI 2025,,Thermac Type E 220 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-220,365.353875,
JCI 2025,,Thermac Type E 240 Deg Temp Probe 316 SS IP67 C/W 20mm lock nut,TH1000-240,365.353875,
JCI 2025,,Conventional - Smoke Detectors AS7240 approved,,,
JCI 2025,,TYCO 614CH CONVENTIONAL CARBON MONMOXIDE & Heat DETECTOR,516.600.304,185.5104675,
JCI 2025,,TYCO 614P CONVENTIONAL PHOTO OPTICAL DETECTOR,516.600.301,73.7892,
JCI 2025,,TYCO 614P CONVENTIONAL PHOTO OPTICAL DETECTOR painted black MOQ 10,516.600.301BLK,147.1555335,
JCI 2025,,Conventional Intrinsically Safe Detectors NOT AS7240 approved ,,,
JCI 2025,,601FEX Conventional Flame Detector Intrinsically Safe,516.600.066,1328.952608,
